GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T09:43:03.077-0400: [GC [ParNew: 226167K->4649K(249216K), 0.0094160 secs] 347822K->126806K(8360960K) icms_dc=0 , 0.0096660 secs] [Times: user=0.08 sys=0.03, real=0.00 secs] 
2012-10-19T09:43:11.678-0400: [GC [ParNew: 226217K->4556K(249216K), 0.0108070 secs] 348374K->127418K(8360960K) icms_dc=0 , 0.0110150 secs] [Times: user=0.09 sys=0.03, real=0.02 secs] 
2012-10-19T09:43:22.031-0400: [GC [ParNew: 226124K->5356K(249216K), 0.0077340 secs] 348986K->128561K(8360960K) icms_dc=0 , 0.0079170 secs] [Times: user=0.07 sys=0.02, real=0.00 secs] 
2012-10-19T09:43:28.160-0400: [GC [ParNew: 226924K->4972K(249216K), 0.0099250 secs] 350129K->128807K(8360960K) icms_dc=0 , 0.0101160 secs] [Times: user=0.09 sys=0.04, real=0.01 secs] 
2012-10-19T09:43:39.597-0400: [GC [ParNew: 226540K->5017K(249216K), 0.0101950 secs] 350375K->129275K(8360960K) icms_dc=0 , 0.0103970 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:52.203-0400: [GC [ParNew: 226585K->4591K(249216K), 0.0093570 secs] 350843K->129734K(8360960K) icms_dc=0 , 0.0095440 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:02.505-0400: [GC [ParNew: 226159K->4413K(249216K), 0.0102210 secs] 351302K->130133K(8360960K) icms_dc=0 , 0.0104210 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:44:12.504-0400: [GC [ParNew: 225981K->4180K(249216K), 0.0097500 secs] 351701K->130431K(8360960K) icms_dc=0 , 0.0099440 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:17.492-0400: [GC [ParNew: 225748K->3918K(249216K), 0.0089460 secs] 351999K->130755K(8360960K) icms_dc=0 , 0.0091280 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:27.800-0400: [GC [ParNew: 225486K->3926K(249216K), 0.0090240 secs] 352323K->131344K(8360960K) icms_dc=0 , 0.0092120 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:34.863-0400: [GC [ParNew: 225494K->3935K(249216K), 0.0099020 secs] 352912K->131935K(8360960K) icms_dc=0 , 0.0100990 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:42.119-0400: [GC [ParNew: 225503K->4701K(249216K), 0.0085500 secs] 353503K->133067K(8360960K) icms_dc=0 , 0.0087510 secs] [Times: user=0.08 sys=0.01, real=0.00 secs] 
2012-10-19T09:44:49.779-0400: [GC [ParNew: 226269K->4702K(249216K), 0.0096860 secs] 354635K->133545K(8360960K) icms_dc=0 , 0.0098760 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
